Entity,Code,Year,Patent applications per million people
Egypt,EGY,2002,8.428126
Egypt,EGY,2003,6.4899735
Egypt,EGY,2004,4.9276066
Egypt,EGY,2005,5.4125614
Egypt,EGY,2007,6.27594
Egypt,EGY,2008,5.736791
Egypt,EGY,2009,5.7309227
Egypt,EGY,2010,6.9339056
Egypt,EGY,2011,6.928247
Egypt,EGY,2012,7.48572
Egypt,EGY,2013,6.8645797
Egypt,EGY,2014,7.86674
Egypt,EGY,2015,7.3472385
Egypt,EGY,2016,9.219913
Egypt,EGY,2017,10.069813
Egypt,EGY,2018,9.610494
Egypt,EGY,2019,9.7236595
Egypt,EGY,2020,9.100627
El Salvador,SLV,1980,2.661344
El Salvador,SLV,1982,4.7827077
El Salvador,SLV,1983,8.316124
El Salvador,SLV,1984,6.4823422
El Salvador,SLV,1985,3.2808688
El Salvador,SLV,1989,3.6047432
El Salvador,SLV,1990,1.8631752
El Salvador,SLV,1991,1.8311416
El Salvador,SLV,1992,1.9811931
El Salvador,SLV,1993,1.7758853
El Salvador,SLV,1994,1.7565308
El Salvador,SLV,1995,0.52190244
El Salvador,SLV,2015,1.1234022
El Salvador,SLV,2016,0.6399475
El Salvador,SLV,2017,0.63829845
El Salvador,SLV,2018,0.4779856
El Salvador,SLV,2019,0.15923004
El Salvador,SLV,2020,0.63565373
Estonia,EST,1994,10.842092
Estonia,EST,1995,11.013391
Estonia,EST,1996,8.364293
Estonia,EST,1997,10.5523
Estonia,EST,1998,14.172828
Estonia,EST,1999,9.262597
Estonia,EST,2000,9.306448
Estonia,EST,2001,12.9683
Estonia,EST,2002,13.775693
Estonia,EST,2003,13.132331
Estonia,EST,2004,19.816673
Estonia,EST,2005,16.978367
Estonia,EST,2006,26.731792
Estonia,EST,2007,32.821712
Estonia,EST,2008,46.372025
Estonia,EST,2009,56.947735
Estonia,EST,2010,63.085087
Estonia,EST,2011,46.70662
Estonia,EST,2012,15.120792
Estonia,EST,2013,18.96835
Estonia,EST,2014,33.472015
Estonia,EST,2015,22.819624
Estonia,EST,2016,22.03768
Estonia,EST,2017,28.082426
Estonia,EST,2018,18.152308
Estonia,EST,2019,23.360277
Estonia,EST,2020,15.796018
Ethiopia,ETH,1996,0.050549597
Ethiopia,ETH,2000,0.04475483
Ethiopia,ETH,2002,0.014069997
Ethiopia,ETH,2003,0.041001055
Ethiopia,ETH,2004,0.013280032
Ethiopia,ETH,2005,0.0129082315
Ethiopia,ETH,2006,0.0627423
Ethiopia,ETH,2007,0.14634827
Ethiopia,ETH,2011,0.043564472
Ethiopia,ETH,2013,0.010300319
Ethiopia,ETH,2014,0.020050775
Ethiopia,ETH,2015,0.17565791
Ethiopia,ETH,2016,0.094972864
Ethiopia,ETH,2017,0.12939247
Ethiopia,ETH,2018,0.1169807
Ethiopia,ETH,2020,0.051198505
Fiji,FJI,1980,3.1027186
Finland,FIN,1980,283.71625
Finland,FIN,1981,296.4665
Finland,FIN,1982,339.35104
Finland,FIN,1983,354.01416
Finland,FIN,1984,363.59927
Finland,FIN,1985,352.29233
Finland,FIN,1986,356.6364
Finland,FIN,1987,376.91275
Finland,FIN,1988,400.4801
Finland,FIN,1989,392.38736
Finland,FIN,1990,412.91064
Finland,FIN,1991,423.4266
Finland,FIN,1992,406.97168
Finland,FIN,1993,427.50485
Finland,FIN,1994,453.17953
Finland,FIN,1995,402.90198
Finland,FIN,1996,425.1942
Finland,FIN,1997,458.1762
Finland,FIN,1998,479.4755
Finland,FIN,1999,486.10977
Finland,FIN,2000,498.24118
Finland,FIN,2001,460.67786
Finland,FIN,2002,415.72223
Finland,FIN,2003,378.2857
Finland,FIN,2004,384.64902
Finland,FIN,2005,348.83255
Finland,FIN,2006,344.83746
Finland,FIN,2007,341.105
Finland,FIN,2008,338.5806
Finland,FIN,2009,338.27744
Finland,FIN,2010,322.7503
Finland,FIN,2011,306.22626
Finland,FIN,2012,313.63916
Finland,FIN,2013,293.44315
Finland,FIN,2014,259.82178
Finland,FIN,2015,235.2423
Finland,FIN,2016,229.29031
Finland,FIN,2017,252.35352
Finland,FIN,2018,251.47472
Finland,FIN,2019,239.24489
Finland,FIN,2020,287.18857
France,FRA,1980,204.78896
France,FRA,1981,202.62234
France,FRA,1982,196.63234
France,FRA,1983,204.18599
France,FRA,1984,206.63318
France,FRA,1985,218.66112
France,FRA,1986,219.51671
France,FRA,1987,228.15689
France,FRA,1988,222.44092
France,FRA,1989,224.17683
France,FRA,1990,219.41791
France,FRA,1991,222.38419
France,FRA,1992,220.50839
France,FRA,1993,221.5105
France,FRA,1994,218.74866
France,FRA,1995,216.28218
France,FRA,1996,224.1459
France,FRA,1997,229.11732
France,FRA,1998,228.14948
France,FRA,1999,232.93034
France,FRA,2000,236.42534
France,FRA,2001,228.73932
France,FRA,2002,227.69691
France,FRA,2003,226.20782
France,FRA,2004,236.73882
France,FRA,2005,236.77046
France,FRA,2006,238.49643
France,FRA,2007,240.04808
France,FRA,2008,237.48804
France,FRA,2009,227.07764
France,FRA,2010,236.17747
France,FRA,2011,233.4518
France,FRA,2012,230.53233
France,FRA,2013,231.94061
France,FRA,2014,228.02867
France,FRA,2015,224.19765
France,FRA,2016,222.0058
France,FRA,2017,224.72841
France,FRA,2018,222.51846
France,FRA,2019,218.9915
France,FRA,2020,198.06125
Georgia,GEO,1992,69.66547
Georgia,GEO,1993,97.90324
Georgia,GEO,1994,77.232254
Georgia,GEO,1995,58.839424
Georgia,GEO,1996,60.487972
Georgia,GEO,1997,56.68063
Georgia,GEO,1998,61.30479
Georgia,GEO,1999,60.30258
Georgia,GEO,2000,54.394016
Georgia,GEO,2001,61.286263
Georgia,GEO,2002,47.769993
Georgia,GEO,2003,48.53371
Georgia,GEO,2004,62.423836
Georgia,GEO,2005,56.801212
Georgia,GEO,2006,59.991875
Georgia,GEO,2007,63.484325
Georgia,GEO,2008,57.220905
Georgia,GEO,2009,66.40376
Georgia,GEO,2010,47.695576
Georgia,GEO,2011,36.109898
Georgia,GEO,2012,36.537045
Georgia,GEO,2013,30.110737
Georgia,GEO,2014,29.145002
Georgia,GEO,2015,26.252043
Georgia,GEO,2016,25.456682
Georgia,GEO,2017,19.883858
Georgia,GEO,2018,27.30413
Georgia,GEO,2019,22.541552
Georgia,GEO,2020,21.508734
Germany,DEU,1980,368.73914
Germany,DEU,1981,384.13074
Germany,DEU,1982,395.1531
Germany,DEU,1983,408.1424
Germany,DEU,1984,412.3319
Germany,DEU,1985,414.7668
Germany,DEU,1986,413.46548
Germany,DEU,1987,404.61823
Germany,DEU,1988,406.6387
Germany,DEU,1989,394.9874
Germany,DEU,1990,387.09747
Germany,DEU,1991,404.20047
Germany,DEU,1992,422.9037
Germany,DEU,1993,431.30807
Germany,DEU,1994,453.93222
Germany,DEU,1995,469.69263
Germany,DEU,1996,520.5603
Germany,DEU,1997,545.6794
Germany,DEU,1998,570.66364
Germany,DEU,1999,613.424
Germany,DEU,2000,634.39526
Germany,DEU,2001,613.2523
Germany,DEU,2002,584.43024
Germany,DEU,2003,587.82886
Germany,DEU,2004,596.16077
Germany,DEU,2005,595.5635
Germany,DEU,2006,591.4424
Germany,DEU,2007,589.44
Germany,DEU,2008,606.2734
Germany,DEU,2009,588.95685
Germany,DEU,2010,578.5054
Germany,DEU,2011,577.0578
Germany,DEU,2012,571.7049
Germany,DEU,2013,579.7338
Germany,DEU,2014,588.25665
Germany,DEU,2015,577.3381
Germany,DEU,2016,588.83954
Germany,DEU,2017,578.3403
Germany,DEU,2018,562.3505
Germany,DEU,2019,560.8303
Germany,DEU,2020,507.14642
Ghana,GHA,2016,0.47370437
Ghana,GHA,2017,0.4963228
Ghana,GHA,2018,0.421112
Ghana,GHA,2020,0.37289777
Greece,GRC,1980,135.91689
Greece,GRC,1981,129.6316
Greece,GRC,1982,132.65022
Greece,GRC,1983,123.59446
Greece,GRC,1984,131.10367
Greece,GRC,1985,113.9211
Greece,GRC,1986,125.69529
Greece,GRC,1987,153.45276
Greece,GRC,1988,20.256538
Greece,GRC,1989,21.151638
Greece,GRC,1990,23.392937
Greece,GRC,1991,18.09162
Greece,GRC,1992,21.186462
Greece,GRC,1993,20.921211
Greece,GRC,1994,25.076498
Greece,GRC,1995,24.795095
Greece,GRC,1996,24.713507
Greece,GRC,1997,26.94185
Greece,GRC,1998,25.229733
Greece,GRC,1999,26.378357
Greece,GRC,2000,27.722132
Greece,GRC,2001,34.771828
Greece,GRC,2002,33.884193
Greece,GRC,2003,35.371983
Greece,GRC,2004,34.097794
Greece,GRC,2005,41.57125
Greece,GRC,2006,47.901615
Greece,GRC,2007,51.84154
Greece,GRC,2008,56.71135
Greece,GRC,2009,63.13598
Greece,GRC,2010,65.97918
Greece,GRC,2011,65.51728
Greece,GRC,2012,57.28028
Greece,GRC,2013,63.95162
Greece,GRC,2014,59.928352
Greece,GRC,2015,50.894615
Greece,GRC,2016,56.373447
Greece,GRC,2017,46.57588
Greece,GRC,2018,40.439095
Greece,GRC,2019,33.667404
Greece,GRC,2020,38.05091
Grenada,GRD,2020,16.17181
Guatemala,GTM,1982,2.3183517
Guatemala,GTM,1985,9.0769415
Guatemala,GTM,1986,3.0681672
Guatemala,GTM,1987,0.95586735
Guatemala,GTM,1988,1.8604413
Guatemala,GTM,1989,0.5656399
Guatemala,GTM,1990,2.972004
Guatemala,GTM,1991,3.3227706
Guatemala,GTM,1992,2.8193634
Guatemala,GTM,1993,4.068402
Guatemala,GTM,1994,2.0802548
Guatemala,GTM,1995,3.0878804
Guatemala,GTM,1996,2.0691676
Guatemala,GTM,1997,3.3011208
Guatemala,GTM,1998,2.3247423
Guatemala,GTM,1999,2.4425344
Guatemala,GTM,2000,4.601269
Guatemala,GTM,2001,2.4980855
Guatemala,GTM,2002,0.65094274
Guatemala,GTM,2003,0.4773077
Guatemala,GTM,2004,0.7002565
Guatemala,GTM,2005,1.2944671
Guatemala,GTM,2006,2.0876203
Guatemala,GTM,2007,0.6570969
Guatemala,GTM,2008,0.35766783
Guatemala,GTM,2009,0.49090374
Guatemala,GTM,2010,0.48132706
Guatemala,GTM,2011,0.26966065
Guatemala,GTM,2012,0.46270874
Guatemala,GTM,2013,0.25935858
Guatemala,GTM,2014,0.63638556
Guatemala,GTM,2015,0.43746978
Guatemala,GTM,2016,0.18415071
Guatemala,GTM,2017,0.18095489
Guatemala,GTM,2018,0.35607937
Guatemala,GTM,2019,0.40920505
Guatemala,GTM,2020,0.40316272
Guyana,GUY,1983,1.2847245
Guyana,GUY,1985,1.2941968
Guyana,GUY,1986,11.710836
Guyana,GUY,2014,1.3313346
Guyana,GUY,2016,1.3173547
Guyana,GUY,2018,2.5460906
Haiti,HTI,1980,0.7083809
Haiti,HTI,1982,0.34027007
Haiti,HTI,1983,0.16672944
Haiti,HTI,1984,0.32680097
Haiti,HTI,1985,0.96068525
Haiti,HTI,1986,0.62744075
Haiti,HTI,1987,1.3828387
Haiti,HTI,1988,0.1504898
Haiti,HTI,1991,0.4245645
Haiti,HTI,1996,0.38607046
Haiti,HTI,1999,0.12181836
Haiti,HTI,2011,0.10045892
Haiti,HTI,2012,0.19785249
Haiti,HTI,2014,0.19207239
Honduras,HND,1980,1.5881444
Honduras,HND,1982,15.688626
Honduras,HND,1983,3.8668022
Honduras,HND,1984,0.9385421
Honduras,HND,1985,2.7349205
Honduras,HND,1987,2.5830116
Honduras,HND,1990,1.1873581
Honduras,HND,1995,1.2042315
Honduras,HND,1996,1.6732053
Honduras,HND,1998,1.7436684
Honduras,HND,1999,1.2350692
Honduras,HND,2000,0.6008959
Honduras,HND,2001,1.0237119
Honduras,HND,2002,0.9971635
Honduras,HND,2011,0.23195103
Honduras,HND,2012,0.9098798
Honduras,HND,2013,0.669594
Honduras,HND,2015,0.43036157
Honduras,HND,2016,1.0569932
Honduras,HND,2017,0.41550475
Honduras,HND,2018,0.8169222
Hong Kong,HKG,1983,3.9983785
Hong Kong,HKG,1984,3.7498286
Hong Kong,HKG,1985,2.9565647
Hong Kong,HKG,1986,1.820566
Hong Kong,HKG,1987,2.3303604
Hong Kong,HKG,1988,2.1180391
Hong Kong,HKG,1989,2.6074662
Hong Kong,HKG,1990,3.5967693
Hong Kong,HKG,1991,2.7011273
Hong Kong,HKG,1992,1.8309866
Hong Kong,HKG,1993,1.4778788
Hong Kong,HKG,1994,3.404278
Hong Kong,HKG,1995,3.6836193
Hong Kong,HKG,1996,6.473569
Hong Kong,HKG,1997,4.0364866
Hong Kong,HKG,1998,19.553774
Hong Kong,HKG,1999,6.323436
Hong Kong,HKG,2000,7.5766635
Hong Kong,HKG,2001,10.879892
Hong Kong,HKG,2002,16.353117
Hong Kong,HKG,2003,15.537729
Hong Kong,HKG,2004,18.363224
Hong Kong,HKG,2005,22.488522
Hong Kong,HKG,2006,24.710514
Hong Kong,HKG,2007,22.852402
Hong Kong,HKG,2008,24.536665
Hong Kong,HKG,2009,21.001888
Hong Kong,HKG,2010,18.647203
Hong Kong,HKG,2011,25.22518
Hong Kong,HKG,2012,23.638172
Hong Kong,HKG,2013,30.972397
Hong Kong,HKG,2014,26.114704
Hong Kong,HKG,2015,32.297974
Hong Kong,HKG,2016,31.334366
Hong Kong,HKG,2017,43.42286
Hong Kong,HKG,2018,41.96984
Hong Kong,HKG,2019,46.157207
Hong Kong,HKG,2020,56.39282
Hungary,HUN,1980,149.6446
Hungary,HUN,1981,198.86491
Hungary,HUN,1982,219.97765
Hungary,HUN,1983,259.86417
Hungary,HUN,1984,271.1487
Hungary,HUN,1985,275.4498
Hungary,HUN,1986,270.99387
Hungary,HUN,1987,308.42862
Hungary,HUN,1988,312.62372
Hungary,HUN,1989,255.55016
Hungary,HUN,1990,238.72423
Hungary,HUN,1991,213.01718
Hungary,HUN,1992,144.35779
Hungary,HUN,1993,109.96944
Hungary,HUN,1994,112.35265
Hungary,HUN,1995,106.12781
Hungary,HUN,1996,77.898605
Hungary,HUN,1997,71.64923
Hungary,HUN,1998,67.24514
Hungary,HUN,1999,71.25916
Hungary,HUN,2000,79.395775
Hungary,HUN,2001,90.29319
Hungary,HUN,2002,82.96871
Hungary,HUN,2003,74.71788
Hungary,HUN,2004,74.09976
Hungary,HUN,2005,69.985374
Hungary,HUN,2006,71.39261
Hungary,HUN,2007,68.61749
Hungary,HUN,2008,68.13982
Hungary,HUN,2009,75.6351
Hungary,HUN,2010,64.98557
Hungary,HUN,2011,66.510956
Hungary,HUN,2012,69.743065
Hungary,HUN,2013,64.88364
Hungary,HUN,2014,55.330887
Hungary,HUN,2015,57.80024
Hungary,HUN,2016,62.760403
Hungary,HUN,2017,50.66943
Hungary,HUN,2018,41.63103
Hungary,HUN,2019,43.697174
Hungary,HUN,2020,43.894867
Iceland,ISL,1980,83.232574
Iceland,ISL,1981,60.63467
Iceland,ISL,1982,76.92209
Iceland,ISL,1983,134.94196
Iceland,ISL,1984,116.82243
Iceland,ISL,1985,86.924484
Iceland,ISL,1986,119.1616
Iceland,ISL,1987,113.80217
Iceland,ISL,1988,64.020485
Iceland,ISL,1989,71.131065
Iceland,ISL,1990,66.65987
Iceland,ISL,1991,131.7855
Iceland,ISL,1992,107.16678
Iceland,ISL,1993,128.81618
Iceland,ISL,1994,82.635315
Iceland,ISL,1995,70.97789
Iceland,ISL,1996,59.448612
Iceland,ISL,1997,81.07222
Iceland,ISL,1998,149.47574
Iceland,ISL,1999,126.065254
Iceland,ISL,2000,181.19225
Iceland,ISL,2001,171.78215
Iceland,ISL,2002,246.69995
Iceland,ISL,2003,196.6833
Iceland,ISL,2004,225.74599
Iceland,ISL,2005,158.22945
Iceland,ISL,2006,147.98445
Iceland,ISL,2007,195.60121
Iceland,ISL,2008,157.37029
Iceland,ISL,2009,200.74716
Iceland,ISL,2010,179.05046
Iceland,ISL,2011,156.58862
Iceland,ISL,2012,115.269104
Iceland,ISL,2013,101.84054
Iceland,ISL,2014,155.6539
Iceland,ISL,2015,120.8211
Iceland,ISL,2016,104.2669
Iceland,ISL,2017,104.76049
Iceland,ISL,2018,158.66225
Iceland,ISL,2019,130.27077
Iceland,ISL,2020,119.99498
India,IND,1980,1.7321339
India,IND,1981,1.496768
India,IND,1982,1.5469655
India,IND,1984,1.3147285
India,IND,1985,1.2585837
India,IND,1986,1.2520696
India,IND,1987,1.2112056
India,IND,1988,1.2390107
India,IND,1989,1.2300286
India,IND,1990,1.317706
India,IND,1991,1.4252902
India,IND,1992,1.3750944
India,IND,1993,1.3051205
India,IND,1994,1.6799576
India,IND,1995,1.6022332
India,IND,1996,1.6892421
India,IND,1997,1.9215128
India,IND,1998,2.1998472
India,IND,1999,2.1201346
India,IND,2000,2.0818515
India,IND,2001,2.2048788
India,IND,2002,2.451942
India,IND,2003,3.0651097
India,IND,2004,3.532628
India,IND,2005,4.0887246
India,IND,2006,4.849989
India,IND,2007,5.292127
India,IND,2008,5.324285
India,IND,2009,5.934751
India,IND,2010,7.135985
India,IND,2011,7.0299387
India,IND,2012,7.495564
India,IND,2013,8.263291
India,IND,2014,9.210199
India,IND,2015,9.508896
India,IND,2016,9.860035
India,IND,2017,11.047886
India,IND,2018,11.8984375
India,IND,2019,14.065382
India,IND,2020,16.572052
Indonesia,IDN,1980,0.033743404
Indonesia,IDN,1982,0.10307375
Indonesia,IDN,1983,0.25190407
Indonesia,IDN,1984,0.16016562
Indonesia,IDN,1985,0.2955516
Indonesia,IDN,1986,0.18919766
Indonesia,IDN,1987,0.35958415
Indonesia,IDN,1989,0.63146424
Indonesia,IDN,1991,0.18342562
Indonesia,IDN,1992,0.35532755
Indonesia,IDN,1993,0.19818786
Indonesia,IDN,1994,0.14877246
Indonesia,IDN,1995,0.30786288
Indonesia,IDN,1996,0.19863558
Indonesia,IDN,1997,0.3860664
Indonesia,IDN,1998,0.44742623
Indonesia,IDN,1999,0.72038966
Indonesia,IDN,2000,0.7333967
Indonesia,IDN,2001,0.9764526
Indonesia,IDN,2002,1.0630802
Indonesia,IDN,2003,0.90102154
Indonesia,IDN,2004,1.0046978
Indonesia,IDN,2005,1.0270748
Indonesia,IDN,2006,1.2424642
Indonesia,IDN,2007,1.2092398
Indonesia,IDN,2008,1.6222813
Indonesia,IDN,2009,1.7221254
Indonesia,IDN,2010,2.0818293
Indonesia,IDN,2011,2.1570241
Indonesia,IDN,2013,2.6176984
Indonesia,IDN,2014,2.7397287
Indonesia,IDN,2015,4.0834923
Indonesia,IDN,2016,4.2046947
Indonesia,IDN,2017,8.586049
Indonesia,IDN,2018,5.268344
Indonesia,IDN,2019,11.473281
Indonesia,IDN,2020,4.815014
Iran,IRN,1980,4.387255
Iran,IRN,1981,7.0658703
Iran,IRN,1982,4.7529373
Iran,IRN,1983,4.837832
Iran,IRN,1984,3.5504203
Iran,IRN,1985,3.8716917
Iran,IRN,1987,4.095644
Iran,IRN,1988,3.2046442
Iran,IRN,1989,2.6284032
Iran,IRN,1990,3.2620213
Iran,IRN,1991,4.517951
Iran,IRN,1992,3.789664
Iran,IRN,1993,4.6522965
Iran,IRN,1994,4.4343863
Iran,IRN,1995,4.5727587
Iran,IRN,1996,4.6754475
Iran,IRN,1997,4.5454164
Iran,IRN,1998,5.3103127
Iran,IRN,1999,5.676641
Iran,IRN,2000,6.255304
Iran,IRN,2001,10.363727
Iran,IRN,2002,13.516099
Iran,IRN,2003,18.939087
Iran,IRN,2004,35.128017
Iran,IRN,2005,57.720867
Iran,IRN,2006,83.75918
Iran,IRN,2007,147.23569
Iran,IRN,2008,210.0837
Iran,IRN,2009,163.93379
Iran,IRN,2010,147.37204
Iran,IRN,2011,151.01587
Iran,IRN,2012,137.36923
Iran,IRN,2013,144.08813
Iran,IRN,2014,171.11948
Iran,IRN,2016,179.21829
Iran,IRN,2017,180.62819
Iran,IRN,2018,139.08362
Iran,IRN,2019,133.64645
Iran,IRN,2020,130.55304
Iraq,IRQ,1980,1.391598
Iraq,IRQ,1981,1.8482623
Iraq,IRQ,1982,3.2486188
Iraq,IRQ,1983,2.2142096
Iraq,IRQ,1984,8.063972
Iraq,IRQ,1985,18.78905
Iraq,IRQ,1986,12.323334
Iraq,IRQ,1987,16.387499
Iraq,IRQ,1988,16.011913
Iraq,IRQ,1989,14.160733
Iraq,IRQ,1992,8.104133
Iraq,IRQ,1993,8.499249
Iraq,IRQ,1994,5.53139
Iraq,IRQ,1995,3.627883
Iraq,IRQ,1996,3.1424255
Iraq,IRQ,2015,8.872336
Iraq,IRQ,2017,15.471533
Iraq,IRQ,2018,16.08743
Iraq,IRQ,2019,17.731894
Iraq,IRQ,2020,14.921168
Ireland,IRL,1980,116.17645
Ireland,IRL,1981,134.60506
Ireland,IRL,1982,125.75263
Ireland,IRL,1983,163.26395
Ireland,IRL,1984,186.48288
Ireland,IRL,1985,207.08652
Ireland,IRL,1986,211.3394
Ireland,IRL,1987,204.62749
Ireland,IRL,1988,207.83115
Ireland,IRL,1989,211.29292
Ireland,IRL,1990,210.59457
Ireland,IRL,1991,224.26349
Ireland,IRL,2016,16.752226
Ireland,IRL,2017,12.992837
Ireland,IRL,2018,15.720324
Ireland,IRL,2019,11.8463545
Ireland,IRL,2020,15.163392
Israel,ISR,1980,178.6567
Israel,ISR,1981,190.476
Israel,ISR,1982,181.61543
Israel,ISR,1983,172.65215
Israel,ISR,1984,170.71371
Israel,ISR,1985,188.87372
Israel,ISR,1986,190.66852
Israel,ISR,1987,186.53523
Israel,ISR,1988,219.38518
Israel,ISR,1989,223.28024
Israel,ISR,1990,219.01814
Israel,ISR,1991,219.9149
Israel,ISR,1992,275.62375
Israel,ISR,1993,252.82922
Israel,ISR,1994,235.86432
Israel,ISR,1995,231.07512
Israel,ISR,1996,217.01595
Israel,ISR,1997,250.90192
Israel,ISR,1998,332.22568
Israel,ISR,1999,342.50397
Israel,ISR,2000,261.40457
Israel,ISR,2001,200.06464
Israel,ISR,2002,190.82237
Israel,ISR,2003,205.22191
Israel,ISR,2004,234.08162
Israel,ISR,2005,248.58064
Israel,ISR,2006,196.42621
Israel,ISR,2007,232.30702
Israel,ISR,2008,215.98608
Israel,ISR,2009,192.6468
Israel,ISR,2010,197.85933
Israel,ISR,2011,182.31174
Israel,ISR,2012,173.73325
Israel,ISR,2013,155.43555
Israel,ISR,2014,143.05972
Israel,ISR,2015,160.46901
Israel,ISR,2016,159.33296
Israel,ISR,2017,172.81932
Israel,ISR,2018,178.08813
Israel,ISR,2019,158.92337
Israel,ISR,2020,187.4967
Italy,ITA,1980,113.0669
Italy,ITA,1985,35.312935
Italy,ITA,1988,40.391113
Italy,ITA,1992,133.16164
Italy,ITA,1993,131.7579
Italy,ITA,1994,138.38733
Italy,ITA,1996,122.97234
Italy,ITA,1999,110.299286
Italy,ITA,2000,138.27449
Italy,ITA,2007,157.45558
Italy,ITA,2008,145.00822
Italy,ITA,2009,147.97816
Italy,ITA,2010,148.3891
Italy,ITA,2011,146.5033
Italy,ITA,2012,140.20566
Italy,ITA,2013,137.7324
Italy,ITA,2014,142.58292
Italy,ITA,2016,147.17567
Italy,ITA,2017,144.04034
Italy,ITA,2018,148.98769
Italy,ITA,2019,154.5173
Italy,ITA,2020,169.0908
Jamaica,JAM,1983,6.7180552
Jamaica,JAM,1984,4.416758
Jamaica,JAM,1987,1.2841135
Jamaica,JAM,1990,1.6722163
Jamaica,JAM,1991,1.6584649
Jamaica,JAM,1992,2.464491
Jamaica,JAM,1993,3.659929
Jamaica,JAM,1994,2.4152782
Jamaica,JAM,1995,2.789546
Jamaica,JAM,1996,0.7896103
Jamaica,JAM,1997,3.522571
Jamaica,JAM,2000,4.211005
Jamaica,JAM,2001,1.5235716
Jamaica,JAM,2002,5.685591
Jamaica,JAM,2003,3.3949018
Jamaica,JAM,2004,4.1290874
Jamaica,JAM,2005,3.735709
Jamaica,JAM,2006,7.807684
Jamaica,JAM,2007,2.221217
Jamaica,JAM,2008,5.5322423
Jamaica,JAM,2009,6.2444787
Jamaica,JAM,2010,5.120882
Jamaica,JAM,2011,7.282873
Jamaica,JAM,2012,9.058565
Jamaica,JAM,2013,7.9332623
Jamaica,JAM,2014,11.851141
Jamaica,JAM,2015,2.5049608
Jamaica,JAM,2016,6.7791796
Jamaica,JAM,2017,3.9168377
Jamaica,JAM,2018,9.246608
Jamaica,JAM,2019,4.9755206
Jamaica,JAM,2020,3.5455487
Japan,JPN,1980,1408.9788
Japan,JPN,1983,1900.8337
Japan,JPN,1984,2126.699
Japan,JPN,1985,2265.3171
Japan,JPN,1986,2384.3667
Japan,JPN,1987,2543.6233
Japan,JPN,1988,2515.5723
Japan,JPN,1989,2576.1687
Japan,JPN,1990,2694.154
Japan,JPN,1991,2707.5215
Japan,JPN,1992,2716.2185
Japan,JPN,1993,2663.4568
Japan,JPN,1994,2557.0642
Japan,JPN,1995,2667.6348
Japan,JPN,1996,2705.092
Japan,JPN,1997,2783.5642
Japan,JPN,1998,2845.266
Japan,JPN,1999,2846.034
Japan,JPN,2000,3054.8281
Japan,JPN,2001,3043.834
Japan,JPN,2002,2902.2227
Japan,JPN,2003,2809.2344
Japan,JPN,2004,2885.6606
Japan,JPN,2005,2879.223
Japan,JPN,2006,2713.4802
Japan,JPN,2007,2605.3223
Japan,JPN,2008,2577.4211
Japan,JPN,2009,2305.0408
Japan,JPN,2010,2264.3926
Japan,JPN,2011,2246.5913
Japan,JPN,2012,2244.855
Japan,JPN,2013,2128.237
Japan,JPN,2014,2086.3337
Japan,JPN,2015,2034.0833
Japan,JPN,2016,2049.2644
Japan,JPN,2017,2055.0051
Japan,JPN,2018,2008.857
Japan,JPN,2019,1950.6218
Japan,JPN,2020,1815.2296
Jordan,JOR,1989,3.3222964
Jordan,JOR,2000,14.042244
Jordan,JOR,2001,10.0710535
Jordan,JOR,2002,3.9806418
Jordan,JOR,2003,4.632957
Jordan,JOR,2004,7.591606
Jordan,JOR,2005,8.628977
Jordan,JOR,2006,12.344562
Jordan,JOR,2007,9.114137
Jordan,JOR,2008,7.5382037
Jordan,JOR,2009,8.848894
Jordan,JOR,2010,6.4923234
Jordan,JOR,2011,5.625895
Jordan,JOR,2012,6.655698
Jordan,JOR,2013,4.548516
Jordan,JOR,2014,4.6199884
Jordan,JOR,2015,4.3184032
Jordan,JOR,2016,2.2078025
Jordan,JOR,2017,2.5451808
Jordan,JOR,2018,2.2944849
Jordan,JOR,2019,1.9628586
Jordan,JOR,2020,3.294072
Kazakhstan,KAZ,1992,25.405699
Kazakhstan,KAZ,1993,189.8149
Kazakhstan,KAZ,1994,83.178314
Kazakhstan,KAZ,1995,62.73456
Kazakhstan,KAZ,1996,63.30428
Kazakhstan,KAZ,1997,74.018196
Kazakhstan,KAZ,1998,80.39158
Kazakhstan,KAZ,1999,88.619385
Kazakhstan,KAZ,2000,91.82046
Kazakhstan,KAZ,2001,105.16129
Kazakhstan,KAZ,2002,103.91837
Kazakhstan,KAZ,2003,110.010506
Kazakhstan,KAZ,2004,113.130325
Kazakhstan,KAZ,2005,97.27741
Kazakhstan,KAZ,2006,90.565796
Kazakhstan,KAZ,2007,102.02336
Kazakhstan,KAZ,2008,91.562874
Kazakhstan,KAZ,2009,92.2428
Kazakhstan,KAZ,2010,101.69692
Kazakhstan,KAZ,2011,83.90197
Kazakhstan,KAZ,2013,105.15554
Kazakhstan,KAZ,2014,99.020615
Kazakhstan,KAZ,2015,71.26074
Kazakhstan,KAZ,2016,54.92695
Kazakhstan,KAZ,2017,57.60362
Kazakhstan,KAZ,2018,42.560997
Kazakhstan,KAZ,2020,42.309364
Kenya,KEN,1988,0.046240367
Kenya,KEN,1991,0.3344728
Kenya,KEN,1993,0.5513584
Kenya,KEN,1996,0.5431686
Kenya,KEN,1997,0.77562374
Kenya,KEN,1998,0.92664474
Kenya,KEN,1999,0.83430314
Kenya,KEN,2002,0.7016511
